file_name,avg_softsweep_prob,avg_num_clones,degree,degree_variance,amplification,acc,connectivity,transitivity,radius
random_geometric_0.55_4,0.37888680728,8.57272,548.052,20223.375296,0.0,0.0,0.4535520261297749,0.7405354788514971,0.55
random_geometric_0.17_1,0.3769162274800001,8.56284,77.358,301.08583600000003,0.0,0.0,0.0350234093501208,0.6159106621984449,0.17
random_geometric_0.53_2,0.3782524729799999,8.60308,513.914,20319.582604000003,0.0,0.0,0.4169365574764656,0.7288488539394362,0.53
random_geometric_0.46_2,0.37911393231999996,8.56168,423.042,14496.000235999998,0.0,0.0,0.308262102391189,0.7020463879628108,0.46
random_geometric_0.11_7,0.3721336704199999,8.62725,34.59,71.8059,0.0,0.0,0.0144452934656582,0.6021866215335532,0.11
random_geometric_0.99_6,0.37955689556,8.4898,966.602,1901.8315960000004,0.0,0.0,0.9163210049525876,0.9716693888343496,0.99
random_geometric_0.17_6,0.37579455352,8.57128,78.5,293.436,0.0,0.0,0.0360691923388785,0.6205316890553294,0.17
random_geometric_0.59_8,0.37945816722000003,8.58304,585.232,22521.288176,0.0,0.0,0.491703769218393,0.7552340096953469,0.59
random_geometric_0.55_3,0.37907811899999994,8.60178,557.886,22547.875004,0.0,0.0,0.460235609795084,0.7450089980463694,0.55
random_geometric_0.53_5,0.37909846921999996,8.59003,519.38,19809.7076,0.0,0.0,0.4242688497646467,0.7300755666802166,0.53
random_geometric_0.46_5,0.37948312112,8.58345,428.958,14762.772236,0.0,0.0,0.3331804467998195,0.7017080068759121,0.46
random_geometric_0.99_1,0.37998654014,8.46814,967.802,1862.178796,0.0,0.0,0.9197619742773812,0.9727694159645148,0.99
random_geometric_0.84_1,0.37920755917999993,8.49328,884.296,10404.714384,0.0,0.0,0.7983293056440514,0.9129022761109006,0.84
random_geometric_0.91_1,0.3793389211,8.48587,941.792,4287.112735999999,0.0,0.0,0.8716531024882884,0.95260178264587,0.91
random_geometric_0.44_8,0.37797502675999994,8.58381,389.654,11998.648284,0.0,0.0,0.2930110713036086,0.6927647372600877,0.44
random_geometric_0.51_8,0.37990386853999997,8.57527,496.904,18902.208784,0.0,0.0,0.4029957536291302,0.7218929568113299,0.51
random_geometric_0.48_3,0.37918996318,8.57741,456.346,16733.478284,0.0,0.0,0.3601059608301337,0.7093663047347813,0.48
random_geometric_0.97_7,0.38009233430000006,8.47556,960.03,2488.1151000000004,0.0,0.0,0.9079776509511472,0.9664519343511572,0.97
random_geometric_0.82_7,0.37933609278,8.50556,877.458,11017.712236,0.0,0.0,0.7993384616259112,0.9081535821177388,0.82
random_geometric_0.19_7,0.37690771242000004,8.55982,95.732,488.808176,0.0,0.0,0.0477558835230874,0.619811561201177,0.19
random_geometric_0.57_9,0.37879029834,8.58427,594.936,23477.717904000005,0.0,0.0,0.5143711098271887,0.7599065052995313,0.57
random_geometric_0.42_9,0.37877105166,8.5717,378.33,11928.5011,0.0,0.0,0.2718055230685596,0.6852988962771528,0.42
random_geometric_0.84_6,0.37890389299999994,8.50049,899.28,8784.7336,0.0,0.0,0.8237480913660296,0.9227038585284024,0.84
random_geometric_0.91_6,0.3793250811,8.48597,930.936,5289.627904,0.0,0.0,0.8667577390231023,0.9443970578167088,0.91
random_geometric_0.25_10,0.3778888687000001,8.56344,153.486,1583.391804,0.0,0.0,0.0912728180119987,0.6289655559912338,0.25
random_geometric_0.48_4,0.37820645472000003,8.58097,461.536,16917.064704,0.0,0.0,0.3587642685484703,0.7111284751056657,0.48
random_geometric_0.18_10,0.37658624297999993,8.55819,87.466,388.82884400000006,0.0,0.0,0.0418418069117056,0.621500103626109,0.18
random_geometric_0.83_10,0.3793543032199999,8.50625,875.012,11109.351856,0.0,0.0,0.8035965967606719,0.906231404187919,0.83
random_geometric_0.3_5,0.37745127022,8.54391,210.34,3192.6444,0.0,0.0,0.1294090136994813,0.6452760622396253,0.3
random_geometric_0.35_8,0.37884667229999996,8.55407,277.034,5471.838844000001,0.0,0.0,0.1752696793881845,0.6644563888970043,0.35
random_geometric_0.39_3,0.37937744866,8.54667,331.096,7929.594784,0.0,0.0,0.2309291241383391,0.676930716533078,0.39
random_geometric_0.5_3,0.37991498944,8.57155,490.884,17693.308544,0.0,0.0,0.3905480426000083,0.720071926692076,0.5
random_geometric_0.9_8,0.37872751126000004,8.49337,930.066,5491.683644000001,0.0,0.0,0.8620534596622165,0.9439878463686576,0.9
random_geometric_0.62_10,0.37880146903999995,8.59574,633.152,24153.444896,0.0,0.0,0.5413764477689215,0.7759882553546881,0.62
random_geometric_0.68_7,0.38003169808,8.55148,715.516,22677.591744,0.0,0.0,0.6167059744520152,0.8153490190429701,0.68
random_geometric_0.33_9,0.37774847396000005,8.5697,247.054,4606.9650839999995,0.0,0.0,0.163567774870914,0.6515832030875477,0.33
random_geometric_0.26_9,0.37869800476,8.54575,164.394,1675.686764,0.0,0.0,0.0938752338330937,0.6394261000228478,0.26
random_geometric_0.3_2,0.3778969192399999,8.54387,217.69,3721.5679,0.0,0.0,0.1300774276474119,0.6466142744631884,0.3
random_geometric_0.39_4,0.37957660917999997,8.53311,325.296,7485.376383999999,0.0,0.0,0.218866978727098,0.6753431619275075,0.39
random_geometric_0.5_4,0.37908871056000004,8.57791,474.754,17116.121484,0.0,0.0,0.3716608616425345,0.7158169947991496,0.5
random_geometric_0.25_5,0.37799713054000006,8.55953,155.878,1512.951116,0.0,0.0,0.0880831790907382,0.6368043935565992,0.25
random_geometric_0.17_10,0.37634662176,8.57677,77.716,320.81134399999996,0.0,0.0,0.0361589988017713,0.613262533440121,0.17
random_geometric_0.36_3,0.37946278656000004,8.52275,288.7,6290.374,0.0,0.0,0.195226150040326,0.6661755756873659,0.36
random_geometric_0.23_3,0.3777683433400001,8.55167,137.006,1418.025964,0.0,0.0,0.0757685767273857,0.6262842824415968,0.23
random_geometric_0.61_6,0.37956121283999994,8.57279,635.904,24168.010784,0.0,0.0,0.5532361485874226,0.778134760642433,0.61
random_geometric_0.74_6,0.37939442128,8.52891,791.0,18689.41,0.0,0.0,0.7046892613360513,0.8559812036248954,0.74
random_geometric_0.6_8,0.37859987923999994,8.59173,611.042,22546.748236000003,0.0,0.0,0.5134805902183474,0.7658822677298902,0.6
random_geometric_0.72_7,0.3786465702,8.56065,770.506,20789.619964,0.0,0.0,0.6955795473648652,0.8453698176047686,0.72
random_geometric_0.67_7,0.3790438326,8.58158,718.476,23225.519424,0.0,0.0,0.6270186212343796,0.8180705432477012,0.67
random_geometric_0.29_9,0.3785778369400001,8.56126,202.504,3165.9099840000003,0.0,0.0,0.1193471927297167,0.6413823424182642,0.29
random_geometric_0.25_2,0.37775961344000003,8.55202,153.674,1596.563724,0.0,0.0,0.0902196000902302,0.6342793137426578,0.25
random_geometric_0.61_1,0.37882909189999997,8.59047,612.806,22335.158364,0.0,0.0,0.5229368188462441,0.7656801482648061,0.61
random_geometric_0.74_1,0.3792529721,8.53717,795.826,18459.291724,0.0,0.0,0.7012759917109722,0.8590635463132055,0.74
random_geometric_0.36_4,0.37836428638,8.55418,289.784,6689.4893440000005,0.0,0.0,0.202397616596943,0.6626627926523322,0.36
random_geometric_0.23_4,0.37717143995999997,8.53464,133.444,1104.588864,0.0,0.0,0.0766653784601108,0.6277318155080565,0.23
random_geometric_0.2_10,0.37644406850000006,8.5644,103.746,570.677484,0.0,0.0,0.051522561660205,0.622254492454429,0.2
random_geometric_0.41_5,0.37888612076000006,8.56282,370.162,11305.437756,0.0,0.0,0.2703549313016272,0.6841636408517277,0.41
random_geometric_0.54_5,0.37852508882,8.58509,549.818,22287.138876,0.0,0.0,0.4426712678374399,0.7423626489448799,0.54
random_geometric_0.98_7,0.37933057338,8.48104,964.778,2036.3007159999995,0.0,0.0,0.9107805733298784,0.9701541069580026,0.98
random_geometric_0.52_3,0.3791495181000001,8.59247,516.626,20415.690123999997,0.0,0.0,0.4316247070301822,0.7295830347993174,0.52
random_geometric_0.47_3,0.37895965305999996,8.57742,439.556,15617.236864,0.0,0.0,0.3530017152805493,0.7030486398782789,0.47
random_geometric_0.05_6,0.3366754735,9.54647,7.212,6.717056,0.0,0.0,0.0013862791946924,0.594782406149307,0.05
random_geometric_0.16_7,0.3763512747399999,8.56854,69.336,217.439104,0.0,0.0,0.0329923406256409,0.6157853443711175,0.16
random_geometric_0.58_9,0.3798410283799999,8.58773,580.522,22780.035516,0.0,0.0,0.4901819189033707,0.7534366822521269,0.58
random_geometric_0.41_2,0.37934007231999994,8.53971,349.32,8855.5436,0.0,0.0,0.2458451002599926,0.6816971298227913,0.41
